Title,Link,Job Type,Campany,Location
Specialist (Financial Planning & Analysis),https://wuzzuf.net/jobs/p/g/u1HF2oj1Yt1n-Specialist-Financial-Planning-Analysis-Rashideen-Egypt-for-Trade-Company-Cairo-Egypt,Full Time,Rashideen Egypt for Trade Company -,"Cairo, Egypt "
Accountant,https://wuzzuf.net/jobs/p/YltvFViFTQC9-Accountant-PGQ-Group-Giza-Egypt,Full TimeOn-site,PGQ Group  -,"Mohandessin, Giza, Egypt "
Senior Risk Analyst,https://wuzzuf.net/jobs/p/g/yCqrsaKSS8h8-Senior-Risk-Analyst-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Junior Marketing Analyst - Brand Design,https://wuzzuf.net/jobs/p/g/jUL3jGdSUjG7-Junior-Marketing-Analyst---Brand-Design-Skill-Farm-Riyadh-Saudi-Arabia,Full Time,Skill Farm -,"Riyadh, Saudi Arabia "
HR Analyst,https://wuzzuf.net/jobs/p/g/sfyHpKqndMR1-HR-Analyst-Skill-Farm-Cairo-Egypt,Full Time,Skill Farm -,"Cairo, Egypt "
Junior Graduate Analyst - Consulting,https://wuzzuf.net/jobs/p/g/P8BTUzhXeumb-Junior-Graduate-Analyst---Consulting-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Quality Control Specialist,https://wuzzuf.net/jobs/p/wS5dUwGNT2L0-Quality-Control-Specialist-Jaffangroup-Cairo-Egypt,Full TimeOn-site,Jaffangroup -,"Obour City, Cairo, Egypt "
Accounts Payable Advisor,https://wuzzuf.net/jobs/p/FedKmH972l7p-Accounts-Payable-Advisor-Ibn-Sina-Pharma-Cairo-Egypt,Full TimeOn-site,Ibn Sina Pharma -,"Obour City, Cairo, Egypt "
Collections Manager,https://wuzzuf.net/jobs/p/g/khqyVb1v16NN-Collections-Manager-Levante-Holding-Doha-Qatar,Full Time,Levante Holding -,"Doha, Qatar "
Senior Analyst,https://wuzzuf.net/jobs/p/g/zTZyVw4lcVku-Senior-Analyst-HRcom-Riyadh-Saudi-Arabia,Full Time,HRcom -,"Riyadh, Saudi Arabia "
Senior Analyst - Investments,https://wuzzuf.net/jobs/p/g/qb3K64tV440K-Senior-Analyst---Investments-Mark-Williams-Recruitment-Dubai-United-Arab-Emirates,Full Time,Mark Williams Recruitment -,"Dubai, United Arab Emirates "
Senior Compliance Analyst (Client Acceptance),https://wuzzuf.net/jobs/p/g/PUezUEx1MvZf-Senior-Compliance-Analyst-Client-Acceptance-ADCB-Abu-Dhabi-Commercial-Bank-Dubai-United-Arab-Emirates,Full Time,ADCB Abu Dhabi Commercial Bank -,"Dubai, United Arab Emirates "
Relationship Officer,https://wuzzuf.net/jobs/p/g/6YeJm1sadfK6-Relationship-Officer-First-Abu-Dhabi-Bank-FAB-Dubai-United-Arab-Emirates,Full Time,First Abu Dhabi Bank (FAB) -,"Dubai, United Arab Emirates "
Protein Design- Senior Scientist,https://wuzzuf.net/jobs/p/g/bGcEVxx5afoW-Protein-Design--Senior-Scientist-Amgen-Cairo-Egypt,Full Time,Amgen -,"Cairo, Egypt "
IT Manager,https://wuzzuf.net/jobs/p/0JTm0YPhUx52-IT-Manager-El-Teriak-Industrial-Group-Giza-Egypt,Full TimeOn-site,El Teriak Industrial Group -,"6th of October, Giza, Egypt "
Accounting Analyst.,https://wuzzuf.net/jobs/p/g/P59Z1cEDTGQo-Accounting-Analyst-Splonline-Riyadh-Saudi-Arabia,Full Time,Splonline -,"Riyadh, Saudi Arabia "
accounting manager,https://wuzzuf.net/jobs/p/hpjrM6R6K3Su-accounting-manager-Alsabbahi-for-investment-development-Dakahlia-Egypt,Full TimeOn-site,Alsabbahi for investment & development  -,"Mansoura, Dakahlia, Egypt "
Manager - Financial Planning & Analysis - Aldar Education,https://wuzzuf.net/jobs/p/g/UVAP6YHZGcst-Manager---Financial-Planning-Analysis---Aldar-Education-Aldar-Education-Dubai-United-Arab-Emirates,Full Time,Aldar Education -,"Dubai, United Arab Emirates "
Compliance officer,https://wuzzuf.net/jobs/p/g/CDI6zAeDPkws-Compliance-officer-Kayan-Group---EG-Cairo-Egypt,Full Time,Kayan Group - EG -,"Cairo, Egypt "
Sales Admin/ Analyst,https://wuzzuf.net/jobs/p/j7I6S3z2yoff-Sales-Admin-Analyst-Froneri-Giza-Egypt,Full TimeOn-site,Froneri -,"Giza, Egypt "
Senior Specialist - Business Analysis,https://wuzzuf.net/jobs/p/g/AqU1pUdDcO61-Senior-Specialist---Business-Analysis-Core42-Dubai-United-Arab-Emirates,Full Time,Core42 -,"Dubai, United Arab Emirates "
IMI2321 - Economics & Investment Analysis Division Head,https://wuzzuf.net/jobs/p/g/djtI4Il73izK-IMI2321---Economics-Investment-Analysis-Division-Head-International-Maritime-Industries-Riyadh-Saudi-Arabia,Full Time,International Maritime Industries -,"Riyadh, Saudi Arabia "
Senior Tax Accountant,https://wuzzuf.net/jobs/p/muNkcFfxK3zF-Senior-Tax-Accountant-Softec-Technologies-Cairo-Egypt,Full TimeOn-site,Softec Technologies -,"Maadi, Cairo, Egypt "
Analyst,https://wuzzuf.net/jobs/p/g/OsGYHxamzWFd-Analyst-Dar-Masarat-دار-مسارات-Riyadh-Saudi-Arabia,Full Time,Dar Masarat | دار مسارات -,"Riyadh, Saudi Arabia "
Accounting Manager,https://wuzzuf.net/jobs/p/0oNI3cJU3Z8v-Accounting-Manager-Global-For-Elevators-and-Esclators-Cairo-Egypt,Full TimeOn-site,Global For Elevators and Esclators -,"Heliopolis, Cairo, Egypt "
Strategic Initiative Manager,https://wuzzuf.net/jobs/p/g/qSJuP67BwFxG-Strategic-Initiative-Manager-Mace-Riyadh-Saudi-Arabia,Full Time,Mace -,"Riyadh, Saudi Arabia "
Sales Analyst,https://wuzzuf.net/jobs/p/GodOOdrDYGJ0-Sales-Analyst-Rashideen-Egypt-for-Trade-Cairo-Egypt,Full TimeOn-site,Rashideen Egypt for Trade  -,"Basatin, Cairo, Egypt "
"Engineer, Analyzer",https://wuzzuf.net/jobs/p/g/K7BoHVL1YpjJ-Engineer-Analyzer-SABIC-Riyadh-Saudi-Arabia,Full Time,SABIC -,"Riyadh, Saudi Arabia "
Cost Accountant,https://wuzzuf.net/jobs/p/a9SjjFHJpqV1-Cost-Accountant-Napata-Giza-Egypt,Full TimeOn-site,Napata -,"6th of October, Giza, Egypt "
Warehouse Manager,https://wuzzuf.net/jobs/p/x5BZHnThDePX-Warehouse-Manager-El-Teriak-Industrial-Group-Giza-Egypt,Full TimeOn-site,El Teriak Industrial Group -,"6th of October, Giza, Egypt "
Credit Control,https://wuzzuf.net/jobs/p/4NNtxARDgvnv-Credit-Control-Cairo-Egypt,Full TimeOn-site,Confidential -,"Maadi, Cairo, Egypt "
Program Coordinator - Ismailia,https://wuzzuf.net/jobs/p/fPK1Jf6M2Y0Q-Program-Coordinator---Ismailia-ITIDA-Ismailia-Egypt,Part TimeOn-site,ITIDA -,"Ismailia, Ismailia, Egypt "
Financial Reporting Manager,https://wuzzuf.net/jobs/p/UjW6dDa2s5Y7-Financial-Reporting-Manager-Reliance-Egypt-Cairo-Egypt,Full TimeOn-site,Reliance Egypt -,"Cairo, Egypt "
Accountant / Business Analyst,https://wuzzuf.net/jobs/p/aInakzyKZ5zp-Accountant-Business-Analyst-Road-Heroes-Cairo-Egypt,Full TimePart TimeRemote,Road Heroes  -,"Cairo, Egypt "
Sr Schedule Risk Analyst,https://wuzzuf.net/jobs/p/g/BUnCdqVHKTnz-Sr-Schedule-Risk-Analyst-Air-Products-Tabuk-Saudi-Arabia,Full Time,Air Products -,"Tabuk, Saudi Arabia "
General Accountant,https://wuzzuf.net/jobs/p/f4irCYPPPzwH-General-Accountant-Kandeel-Group-Cairo-Egypt,Full TimeOn-site,Kandeel Group -,"New Cairo, Cairo, Egypt "
Odoo Functional Consultant,https://wuzzuf.net/jobs/p/vs5au8EynxHY-Odoo-Functional-Consultant-Boutiqaat-Cairo-Egypt,Full TimeOn-site,Boutiqaat -,"Heliopolis, Cairo, Egypt "
Internal Audit Manager,https://wuzzuf.net/jobs/p/DKuWGYzuUWW4-Internal-Audit-Manager-Cairo-Egypt,Full TimeOn-site,Confidential -,"Sheraton, Cairo, Egypt "
Sales Specialist,https://wuzzuf.net/jobs/p/3tZJcrFgYMY8-Sales-Specialist-Horizon-Chemical-for-Special-Chemicals-Alexandria-Egypt,Full TimeOn-site,Horizon Chemical for Special Chemicals  -,"Alexandria, Egypt "
Financial Analyst,https://wuzzuf.net/jobs/p/u7luFb3BxF5a-Financial-Analyst-Cairo-Egypt,Freelance / ProjectHybrid,Confidential -,"New Cairo, Cairo, Egypt "
Analyst,https://wuzzuf.net/jobs/p/g/4jswVOzcyQWM-Analyst-Brevan-Howard-CFD-LTD-Abu-Dhabi-United-Arab-Emirates,Full Time,Brevan Howard CFD LTD -,"Abu Dhabi, United Arab Emirates "
CRM Team Leader,https://wuzzuf.net/jobs/p/Ge0Ya8HaWund-CRM-Team-Leader-Ghandour-Auto-Cairo-Egypt,Full TimeOn-site,Ghandour Auto -,"Cairo, Egypt "
Account Manager,https://wuzzuf.net/jobs/p/vsSW5eR6RgtB-Account-Manager-NOK-for-Human-Capital-Solutions-Cairo-Egypt,Full TimeOn-site,NOK for Human Capital Solutions -,"Maadi, Cairo, Egypt "
Financial Analyst.,https://wuzzuf.net/jobs/p/Mq82MMHVrhU3-Financial-Analyst-Sharm-Dreams-Group-Cairo-Egypt,Full TimeOn-site,Sharm Dreams Group  -,"Manial, Cairo, Egypt "
Financial Auditor,https://wuzzuf.net/jobs/p/0xu3S3EpR2gU-Financial-Auditor-Sharm-Dreams-Group-Cairo-Egypt,Full TimeOn-site,Sharm Dreams Group  -,"Manial, Cairo, Egypt "
Quality Assurance Specialist,https://wuzzuf.net/jobs/p/xnAmqeDmkMUU-Quality-Assurance-Specialist-Giza-Egypt,Full TimeOn-site,Confidential -,"6th of October, Giza, Egypt "
Senior Knowledge Analyst - External financial audit,https://wuzzuf.net/jobs/p/g/QEz79HAPLK88-Senior-Knowledge-Analyst---External-financial-audit-Boston-Consulting-Group-BCG-Riyadh-Saudi-Arabia,Full Time,Boston Consulting Group (BCG) -,"Riyadh, Saudi Arabia "
Finance Admin - One&Only One Za'abeel,https://wuzzuf.net/jobs/p/g/7kuOwBVImQXY-Finance-Admin---OneOnly-One-Zaabeel-OneOnly-Resorts-Dubai-United-Arab-Emirates,Full Time,One&Only Resorts -,"Dubai, United Arab Emirates "
Listing Project Research Analyst,https://wuzzuf.net/jobs/p/g/Q3Abj6hzg4HB-Listing-Project-Research-Analyst-Bybit-Dubai-United-Arab-Emirates,Full Time,Bybit -,"Dubai, United Arab Emirates "
General Accountant,https://wuzzuf.net/jobs/p/bmE1rNzQhUBS-General-Accountant-Kings-School-The-Crown-Giza-Egypt,Full TimeOn-site,King's School The Crown -,"6th of October, Giza, Egypt "
Business Analyst,https://wuzzuf.net/jobs/p/HNbjdHUlSxkt-Business-Analyst-Mantrac-Alexandria-Egypt,Full TimeOn-site,Mantrac -,"Alexandria, Egypt "
Financial Senior Analysis,https://wuzzuf.net/jobs/p/g/seRI2B0xRFeV-Financial-Senior-Analysis-Jamjoom-Pharma-Cairo-Egypt,Full Time,Jamjoom Pharma -,"Cairo, Egypt "
Africa Head of Financial Planning and Analysis,https://wuzzuf.net/jobs/p/g/eVTIGqo4Xnmy-Africa-Head-of-Financial-Planning-and-Analysis-Envision-Employment-Solutions-Cairo-Egypt,Full Time,Envision Employment Solutions -,"Cairo, Egypt "
Search Engine Optimization Specialist,https://wuzzuf.net/jobs/p/cU4frT8bCkf5-Search-Engine-Optimization-Specialist-The-Translation-Gate-Cairo-Egypt,Full TimeOn-site,The Translation Gate -,"Maadi, Cairo, Egypt "
Raw Material R&D Specialist,https://wuzzuf.net/jobs/p/ReLIDarNfBzq-Raw-Material-RD-Specialist-Al-Amal-Al-sharif-For-Plastic-Cairo-Egypt,Full TimeOn-site,Al-Amal Al-sharif For Plastic -,"10th of Ramadan City, Cairo, Egypt "
Sales Excellence Specialist,https://wuzzuf.net/jobs/p/cOcBk57tF5Na-Sales-Excellence-Specialist-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Cairo-Egypt,Full TimeOn-site,Fawry for Banking Technology and Electronic Payments S.A.E -,"Mokattam, Cairo, Egypt "
Financial Planning & Analysis Expert,https://wuzzuf.net/jobs/p/g/OAg9KL5awBKk-Financial-Planning-Analysis-Expert-Bespin-Global-MEA-an-e-enterprise-Company-Dubai-United-Arab-Emirates,Full Time,"Bespin Global MEA, an e& enterprise Company -","Dubai, United Arab Emirates "
Accounts Receivable Accountant,https://wuzzuf.net/jobs/p/lBZDkx5yy1tG-Accounts-Receivable-Accountant-Kode-Clubs---Hassan-Allam-Sports-Clubs-Cairo-Egypt,Full TimeOn-site,Kode Clubs - Hassan Allam Sports Clubs -,"New Cairo, Cairo, Egypt "
VIE - Business planning & analysis coordinator (M/W),https://wuzzuf.net/jobs/p/g/Vy19bdDPeJAK-VIE---Business-planning-analysis-coordinator-MW-Hermès-Dubai-United-Arab-Emirates,Full Time,Hermès -,"Dubai, United Arab Emirates "
Accountant - Remote,https://wuzzuf.net/jobs/p/0eXpVoUEqhLY-Accountant---Remote-شركة-ناصر-الكنهل-للاستشارات-المحاسبية-keep-Dakahlia-Egypt,Full TimeRemote,شركة ناصر الكنهل للاستشارات المحاسبية-keep -,"Mansoura, Dakahlia, Egypt "
Senior Accountant (M / F),https://wuzzuf.net/jobs/p/0caMcF3fV3h7-Senior-Accountant-M-F-Falcon-data-and-business-solutions-Cairo-Egypt,Full TimeOn-site,Falcon data and business solutions -,"Rehab City, Cairo, Egypt "
senior AP accountant,https://wuzzuf.net/jobs/p/pabr3eNpiTgC-senior-AP-accountant-Horizon-Chemical-for-Special-Chemicals-Alexandria-Egypt,Full TimeOn-site,Horizon Chemical for Special Chemicals  -,"Stanley, Alexandria, Egypt "
Group IT Manager (MS Dynamics Experience),https://wuzzuf.net/jobs/p/vZG0Oh3E0ktM-Group-IT-Manager-MS-Dynamics-Experience-Cairo-Egypt,Full TimeOn-site,Confidential -,"New Cairo, Cairo, Egypt "
Financial Internal Audit Head / Manager,https://wuzzuf.net/jobs/p/QsMQaSeepEm2-Financial-Internal-Audit-Head-Manager-Cairo-Egypt,Full TimeOn-site,Confidential -,"Maadi, Cairo, Egypt "
Representative,https://wuzzuf.net/jobs/p/2EqgY127xVTc-Representative-al-massagroup-Cairo-Egypt,Full TimeOn-site,al-massagroup -,"Cairo, Egypt "
Chief Accounting Officer,https://wuzzuf.net/jobs/p/iF4cQeH4MHja-Chief-Accounting-Officer-IBIC-Group-Cairo-Egypt,Full TimeOn-site,IBIC Group -,"New Cairo, Cairo, Egypt "
Senior Accountant,https://wuzzuf.net/jobs/p/BOTDykjtt3CV-Senior-Accountant-Mafad-Contracting-Company-Alexandria-Egypt,Full TimeOn-site,Mafad Contracting Company   -,"Smouha, Alexandria, Egypt "
Internal Audit,https://wuzzuf.net/jobs/p/EuT14H78Krmn-Internal-Audit-Cairo-Egypt,Full TimeOn-site,Confidential -,"Heliopolis, Cairo, Egypt "
Financial Analyst,https://wuzzuf.net/jobs/p/RRoz7P3vevpJ-Financial-Analyst-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt,Full TimeOn-site,Hands of Hope Physical Therapy & Wellness -,"Maadi, Cairo, Egypt "
General Accountant,https://wuzzuf.net/jobs/p/TkNvWpANI4AH-General-Accountant-Tecnogroup-Cairo-Egypt,Full Time,Tecnogroup -,"Nasr City, Cairo, Egypt "
Senior Accountant,https://wuzzuf.net/jobs/p/qSBmPBgx28Dl-Senior-Accountant-Agazat-Masr-Cairo-Egypt,Full TimeOn-site,Agazat Masr -,"Cairo, Egypt "
IT Solution Sales Manager,https://wuzzuf.net/jobs/p/pvm0ozsvhbnJ-IT-Solution-Sales-Manager-Cairo-Egypt,Full TimeOn-site,Confidential -,"Heliopolis, Cairo, Egypt "
pricing analyst,https://wuzzuf.net/jobs/p/QiSkVtet1CRc-pricing-analyst-Cairo-Egypt,Full TimeOn-site,Confidential -,"Nasr City, Cairo, Egypt "
Accounting Supervisor,https://wuzzuf.net/jobs/p/dAoyBjNVqQA0-Accounting-Supervisor-balkan-for-food-industries-Giza-Egypt,Full TimeOn-site,balkan for food industrie -,"Sheikh Zayed, Giza, Egypt "
AI Market Research Officer,https://wuzzuf.net/jobs/p/WluclY1oEK8j-AI-Market-Research-Officer-SEMARTI-Jeddah-Saudi-Arabia,Full TimeRemote,SEMARTI -,"Jeddah, Saudi Arabia "
Quality Control Manager,https://wuzzuf.net/jobs/p/eKvk1WKI9TZj-Quality-Control-Manager-BTC-Egypt-Gold-Cairo-Egypt,Full TimeOn-site,BTC-Egypt Gold -,"Obour City, Cairo, Egypt "
Accounts receivable,https://wuzzuf.net/jobs/p/JPQKZpyTr5jj-Accounts-receivable-Egypt-Gold-Alexandria-Egypt,Full TimeOn-site,Egypt Gold  -,"Alexandria, Egypt "
Data Center Engineering Operations Internship - UAE National Only - Testing V2 Feed,https://wuzzuf.net/jobs/p/g/vXALGb1PZtwW-Data-Center-Engineering-Operations-Internship---UAE-National-Only---Testing-V2-Feed-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Senior Data Engineer,https://wuzzuf.net/jobs/p/g/mzoJgIAbkLsd-Senior-Data-Engineer-DXC-Technology-Cairo-Egypt,Full Time,DXC Technology -,"Cairo, Egypt "
"Data Center Project Manager - UAE National Only, Critical Projects Implementation (CPI) - Testing V2 Feed",https://wuzzuf.net/jobs/p/g/kU71HvvpUZXn-Data-Center-Project-Manager---UAE-National-Only-Critical-Projects-Implementation-CPI---Testing-V2-Feed-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Tax Manager,https://wuzzuf.net/jobs/p/jnpNV3C6flPG-Tax-Manager-Cairo-Egypt,Full TimeOn-site,Confidential -,"Cairo, Egypt "
Sr. Financial Analyst,https://wuzzuf.net/jobs/p/7o3pvf0hgUYE-Sr-Financial-Analyst-MTS-Cairo-Egypt,Full TimeOn-site,MTS -,"Heliopolis, Cairo, Egypt "
Feasibility Study Specialist,https://wuzzuf.net/jobs/p/4ONNGphWo50E-Feasibility-Study-Specialist-MAJ-Consulting-Group-Cairo-Egypt,Full TimeOn-site,MAJ Consulting Group -,"Downtown, Cairo, Egypt "
E-Commerce Fulfillment Specialist,https://wuzzuf.net/jobs/p/vzPmXiLY2A36-E-Commerce-Fulfillment-Specialist-NEW-GCC-GROUP-LIMITLESS-Cairo-Egypt,Full TimeOn-site,NEW GCC GROUP LIMITLESS  -,"Nasr City, Cairo, Egypt "
Business Analyst,https://wuzzuf.net/jobs/p/FlRMpFdDntiC-Business-Analyst-Misr-Elkheir-Foundation-Cairo-Egypt,Full TimeOn-site,Misr Elkheir Foundation -,"Mokattam, Cairo, Egypt "
Business Intelligence Developer / Data Management Engineer,https://wuzzuf.net/jobs/p/g/Kx2a6MSttapd-Business-Intelligence-Developer-Data-Management-Engineer-Prometeia-Cairo-Egypt,Full Time,Prometeia -,"Cairo, Egypt "
Accountant,https://wuzzuf.net/jobs/p/HMntkL7rDpG1-Accountant-Global-Advanced-Systems-Cairo-Egypt,Full TimeOn-site,Global Advanced Systems -,"Sheraton, Cairo, Egypt "
Tax Accountant Internship,https://wuzzuf.net/jobs/p/lLpvc2KzzHWr-Tax-Accountant-Internship-Hayat-Cairo-Egypt,Full TimeOn-site,Hayat -,"Nasr City, Cairo, Egypt "
Data and MLOps Engineer,https://wuzzuf.net/jobs/p/g/K3PrO0x0cU2t-Data-and-MLOps-Engineer-Valify-Solutions-Cairo-Egypt,Full Time,Valify Solutions -,"Cairo, Egypt "
Treasury Manager,https://wuzzuf.net/jobs/p/DlpPWUYCgn32-Treasury-Manager-Egyptian-Company-for-Cosmetics-Cairo-Egypt,Full TimeOn-site,Egyptian Company for Cosmetics -,"Nasr City, Cairo, Egypt "
Data Center Engineering Operations Internship - UAE National Only,https://wuzzuf.net/jobs/p/g/OXb3xCDGILYG-Data-Center-Engineering-Operations-Internship---UAE-National-Only-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
CFO,https://wuzzuf.net/jobs/p/DsW6dfLZAfxA-CFO-Cairo-Egypt,Full TimeOn-site,Confidential -,"Nasr City, Cairo, Egypt "
"Data Center Project Manager - UAE National Only, Critical Projects Implementation (CPI)",https://wuzzuf.net/jobs/p/g/SnXvDbOtop3z-Data-Center-Project-Manager---UAE-National-Only-Critical-Projects-Implementation-CPI-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Financial Accountant,https://wuzzuf.net/jobs/p/jJ392CM4tSAz-Financial-Accountant-GES-Monufya-Egypt,Full TimeOn-site,GES -,"Shebin Alkom, Monufya, Egypt "
Junior Accountant,https://wuzzuf.net/jobs/p/Fzl4WOsdypXx-Junior-Accountant-Elwan-For-Ceramic-and-Porcelain-Damietta-Egypt,Full TimeOn-site,Elwan For Ceramic and Porcelain -,"Kafr Saad, Damietta, Egypt "
Receivables Accountant,https://wuzzuf.net/jobs/p/KC2ECgKZ8WpH-Receivables-Accountant-Elabd-Foods-Giza-Egypt,Full TimePart TimeOn-site,Elabd Foods -,"Abu Rawash, Giza, Egypt "
Accountant,https://wuzzuf.net/jobs/p/zfPPfFyXeWtY-Accountant-Voxelway-Cairo-Egypt,Full TimeOn-site,Voxelway -,"Nasr City, Cairo, Egypt "
Senior Data Engineer,https://wuzzuf.net/jobs/p/g/NmYbGFH1tTK8-Senior-Data-Engineer-SIGMA-EMEA-Cairo-Egypt,Full Time,SIGMA EMEA -,"Cairo, Egypt "
Consulting | AI&Data | Platform Architect,https://wuzzuf.net/jobs/p/g/Xh7IeqvIxS2G-Consulting-AIData-Platform-Architect-Deloitte-Consulting-Dubai-United-Arab-Emirates,Full Time,Deloitte Consulting -,"Dubai, United Arab Emirates "
Senior Content Creator,https://wuzzuf.net/jobs/p/Q4XxQw2Y3R2z-Senior-Content-Creator-Bold-Brand-Cairo-Egypt,Full TimeOn-site,Bold Brand -,"Mokattam, Cairo, Egypt "
Accountant,https://wuzzuf.net/jobs/p/dAQSke1eskLP-Accountant-PC-Cairo-Egypt,Full TimeOn-site,PC -,"Maadi, Cairo, Egypt "
Chief Accountant (10th of Ramadan),https://wuzzuf.net/jobs/p/uoJTW4PadxvI-Chief-Accountant-10th-of-Ramadan-Sharqia-Egypt,Full TimeOn-site,Confidential -,"10th of Ramadan City, Sharqia, Egypt "
Data Steward,https://wuzzuf.net/jobs/p/g/mudWWpfoPbnr-Data-Steward-Coca-Cola-HBC-Cairo-Egypt,Full Time,Coca-Cola HBC -,"Cairo, Egypt "
Financial Operations Accountant,https://wuzzuf.net/jobs/p/21lDxFDFML9o-Financial-Operations-Accountant-Ramtrade-Cairo-Egypt,Full TimeOn-site,Ramtrade -,"Nasr City, Cairo, Egypt "
Senior AR Accountant,https://wuzzuf.net/jobs/p/oJtPFiUC9B81-Senior-AR-Accountant-Midea-Group-Giza-Egypt,Full TimeOn-site,Midea Group -,"Smart Village, Giza, Egypt "
Junior AR Accountant,https://wuzzuf.net/jobs/p/fDi2QI4ZZO4M-Junior-AR-Accountant-FlapKap-Cairo-Egypt,Full TimeHybrid,FlapKap -,"Maadi, Cairo, Egypt "
Data Architect,https://wuzzuf.net/jobs/p/g/KGkcMtlcovLf-Data-Architect-HR-Ways---Hiring-Tech-Talent-Dubai-United-Arab-Emirates,Full Time,HR Ways - Hiring Tech Talent -,"Dubai, United Arab Emirates "
Admin Support Clerk (Remote Data Entry Work),https://wuzzuf.net/jobs/p/g/0y2qAP4e9xaI-Admin-Support-Clerk-Remote-Data-Entry-Work-Boree-Potash-Pty-Ltd-Dubai-United-Arab-Emirates,Full Time,Boree Potash Pty Ltd -,"Dubai, United Arab Emirates "
Accounting and Treasury,https://wuzzuf.net/jobs/p/kglD4SRDUB4y-Accounting-and-Treasury-PMaestro-Cairo-Egypt,Full TimeOn-site,PMaestro -,"New Cairo, Cairo, Egypt "
Internal Audit Assistant Manager,https://wuzzuf.net/jobs/p/lR0GdkxuT288-Internal-Audit-Assistant-Manager-Smart-GYM-Cairo-Egypt,Full TimeOn-site,Smart GYM -,"Nasr City, Cairo, Egypt "
Junior Financial Reporting Analyst,https://wuzzuf.net/jobs/p/TahH5wTA8qLi-Junior-Financial-Reporting-Analyst-Argaam-Giza-Egypt,Full TimeOn-site,Argaam -,"Mohandessin, Giza, Egypt "
CFO,https://wuzzuf.net/jobs/p/FuwLBiU8dZwd-CFO-Cairo-Egypt,Full TimeOn-site,Confidential -,"10th of Ramadan City, Cairo, Egypt "
Accountant,https://wuzzuf.net/jobs/p/sdeEBa9eNO5d-Accountant-Aga-Khan-Cultural-services--Egypt-AKCS-E-Cairo-Egypt,Full TimeOn-site,Aga Khan Cultural services- Egypt (AKCS-E) -,"Darrasa, Cairo, Egypt "
General Accountant,https://wuzzuf.net/jobs/p/QmXEbhs8ZToo-General-Accountant-Golden-Tours-Giza-Egypt,Full TimeOn-site,Golden Tours -,"Agouza, Giza, Egypt "
"Data Center Facility Engineer (Electrical/Mechanical), DCC Communities",https://wuzzuf.net/jobs/p/g/V7ejqmjnNTly-Data-Center-Facility-Engineer-ElectricalMechanical-DCC-Communities-Amazon-Data-Services-Emirates-LLC---Dubai-Branch---K71-Dubai-United-Arab-Emirates,Full Time,Amazon Data Services Emirates LLC - Dubai Branch - K71 -,"Dubai, United Arab Emirates "
"QNB2862-Assistant Vice President, Data Science",https://wuzzuf.net/jobs/p/g/ldKFIH06PByl-QNB2862-Assistant-Vice-President-Data-Science-QNB-Group-Doha-Qatar,Full Time,QNB Group -,"Doha, Qatar "
"QNB2864-Senior Manager, Data Engineering",https://wuzzuf.net/jobs/p/g/PcrZgbN9bzv1-QNB2864-Senior-Manager-Data-Engineering-QNB-Group-Doha-Qatar,Full Time,QNB Group -,"Doha, Qatar "
Procurement Engineer - ( Homeware Appliances),https://wuzzuf.net/jobs/p/kNQLfo93uocp-Procurement-Engineer---Homeware-Appliances-Bouri-Group-Cairo-Egypt,Full TimeOn-site,Bouri Group -,"New Cairo, Cairo, Egypt "
Budget Specialist,https://wuzzuf.net/jobs/p/VHm9NiBbhdak-Budget-Specialist-Allamna-Integrated-Solutions-Cairo-Egypt,Full TimeOn-site,Allamna Integrated Solutions -,"Nasr City, Cairo, Egypt "
Accountant,https://wuzzuf.net/jobs/p/1axZiLIuTiQs-Accountant-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt,Full TimeOn-site,Atco Pharma For Pharmaceutical Industries -,"Quweisna, Monufya, Egypt "
Accounting Manager,https://wuzzuf.net/jobs/p/sGssoPRgnkie-Accounting-Manager-Egyptian-Starch-and-Glucose-Manufacturing-Company-Sharqia-Egypt,Full TimeOn-site,Egyptian Starch and Glucose  Manufacturing Company -,"10th of Ramadan City, Sharqia, Egypt "
Sales Operation Manager,https://wuzzuf.net/jobs/p/1ziplMCPyOUP-Sales-Operation-Manager-Cairo-Three-A-Poultry-Cairo-Egypt,Full TimeOn-site,Cairo Three A Poultry -,"New Cairo, Cairo, Egypt "
Accountant (Odoo User),https://wuzzuf.net/jobs/p/z0CxJdkLlvrF-Accountant-Odoo-User-Akhnaton-for-Trading-Distributing-Monufya-Egypt,Full TimeOn-site,Akhnaton for Trading & Distributing  -,"Alsadat City, Monufya, Egypt "
