Title,Link,Job Type,Campany,Location
Full Stack Developer,https://wuzzuf.net/jobs/p/4DcAZeENidGx-Full-Stack-Developer-Astralyx-Cairo-Egypt,Full TimeRemote,Astralyx -,"Cairo, Egypt "
Artificial Intelligence Engineer,https://wuzzuf.net/jobs/p/SDoAzZM2h8MK-Artificial-Intelligence-Engineer-Arabia-for-Information-Technology-Cairo-Egypt,Full TimeHybrid,Arabia for Information Technology -,"Cairo, Egypt "
Cost Accountant,https://wuzzuf.net/jobs/p/8sMFw6RHUU7T-Cost-Accountant-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt,Full TimeOn-site,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt "
Logistics Manager,https://wuzzuf.net/jobs/p/qzUDU23xs5RA-Logistics-Manager-Giza-Cable-Industries-Giza-Egypt,Full TimeOn-site,Giza Cable Industries -,"Dokki, Giza, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/wI3Thsl5lvm8-Data-Analyst-Giza-Egypt,Full TimeHybrid,Confidential -,"Mohandessin, Giza, Egypt "
AI Web Developer,https://wuzzuf.net/jobs/p/QvG9WO6JL0B6-AI-Web-Developer-Finding-From-Egy-Alexandria-Egypt,Full TimeOn-site,Finding From Egy  -,"Smouha, Alexandria, Egypt "
AI Business Consultant,https://wuzzuf.net/jobs/p/vX0V8Lf6hhhY-AI-Business-Consultant-Noases-Cairo-Egypt,Full TimeHybrid,Noases -,"Nasr City, Cairo, Egypt "
Pavement Remote Inspection Engineer,https://wuzzuf.net/jobs/p/FPc1eJ8rBNqu-Pavement-Remote-Inspection-Engineer-StreetScan-Cairo-Egypt,Full TimeOn-site,StreetScan -,"New Cairo, Cairo, Egypt "
Sewing Trainer,https://wuzzuf.net/jobs/p/Jpma9sYPahzW-Sewing-Trainer-Jade-Textile-Egypt-Ismailia-Egypt,Full TimeOn-site,Jade Textile Egypt -,"Ismailia, Ismailia, Egypt "
Production Specialist,https://wuzzuf.net/jobs/p/vD6SigK3pa0m-Production-Specialist-Sharqia-Egypt,Full TimeOn-site,Confidential -,"10th of Ramadan City, Sharqia, Egypt "
Maintenance Engineer,https://wuzzuf.net/jobs/p/fUJ33PELst0F-Maintenance-Engineer-Promech-Engineering-Cairo-Egypt,Full TimeOn-site,Promech Engineering -,"Maadi, Cairo, Egypt "
AI Technical Team Lead (Computer Vision Focus & NLP),https://wuzzuf.net/jobs/p/ZF3tACCcqxSi-AI-Technical-Team-Lead-Computer-Vision-Focus-NLP-Lumin-Giza-Egypt,Full TimeHybrid,Lumin -,"Sheikh Zayed, Giza, Egypt "
Senior Quality Control Engineer,https://wuzzuf.net/jobs/p/USRsOkeSa9Tv-Senior-Quality-Control-Engineer-MB-for-Engineering-Giza-Egypt,Full TimeOn-site,MB for Engineering -,"6th of October, Giza, Egypt "
Junior Sales Solution,https://wuzzuf.net/jobs/p/ojtxa2PWhWEJ-Junior-Sales-Solution-Gulf-Data-International-Cairo-Egypt,Full TimeHybrid,Gulf Data International  -,"Heliopolis, Cairo, Egypt "
Mechanical Maintenance Engineer,https://wuzzuf.net/jobs/p/bqERjJlOUHR2-Mechanical-Maintenance-Engineer-Food-Basket-Egypt-Giza-Egypt,Full TimeOn-site,Food Basket Egypt -,"6th of October, Giza, Egypt "
Senior Backend Laravel Developer (Experienced),https://wuzzuf.net/jobs/p/638v9Befd96j-Senior-Backend-Laravel-Developer-Experienced-Road9-Media-Cairo-Egypt,Full TimeRemote,Road9 Media -,"Maadi, Cairo, Egypt "
Frontend Developer - Jeddah,https://wuzzuf.net/jobs/p/g/EesWL8D0FXzv-Frontend-Developer---Jeddah-Lucidya-Riyadh-Saudi-Arabia,Full Time,Lucidya -,"Riyadh, Saudi Arabia "
Azure Cloud Software Developer,https://wuzzuf.net/jobs/p/GYoMW7RXvBEp-Azure-Cloud-Software-Developer-TetherView-Trenton-United-States,Full TimeFreelance / ProjectRemote,TetherView -,"Trenton, United States "
Project Manager,https://wuzzuf.net/jobs/p/g/OE9g0XPiRYq2-Project-Manager-Lucidya-Riyadh-Saudi-Arabia,Full Time,Lucidya -,"Riyadh, Saudi Arabia "
Data Engineer - Global/Remote,https://wuzzuf.net/jobs/p/g/eoiZTUXaTsfw-Data-Engineer---GlobalRemote-MixRank-Cairo-Egypt,Full Time,MixRank -,"Cairo, Egypt "
Software Engineer - Backend (Jeddah),https://wuzzuf.net/jobs/p/g/64ZfnT7tfz6z-Software-Engineer---Backend-Jeddah-Lucidya-Riyadh-Saudi-Arabia,Full Time,Lucidya -,"Riyadh, Saudi Arabia "
Maintenance Section Head (Electrical-Mechanical),https://wuzzuf.net/jobs/p/zuHiAR1T6CC6-Maintenance-Section-Head-Electrical-Mechanical-Evyap-Egypt-Alexandria-Egypt,Full TimeOn-site,Evyap Egypt -,"Bourj Alarab, Alexandria, Egypt "
Embedded Software Engineer – Secure Run-time Assurance Team,https://wuzzuf.net/jobs/p/g/9SIlZ8AfjjKK-Embedded-Software-Engineer-–-Secure-Run-time-Assurance-Team-Unikie-Dubai-United-Arab-Emirates,Full Time,Unikie -,"Dubai, United Arab Emirates "
Frontend Developer - Jeddah,https://wuzzuf.net/jobs/p/g/qrJOabIOV1Hg-Frontend-Developer---Jeddah-Lucidya-LLC-Jeddah-Saudi-Arabia,Full Time,Lucidya LLC. -,"Jeddah, Saudi Arabia "
Chinese Speaking Data Analyst (Dubai/Batumi),https://wuzzuf.net/jobs/p/g/jz5FxpHK4uWk-Chinese-Speaking-Data-Analyst-DubaiBatumi-Recruiter4You-Dubai-United-Arab-Emirates,Full Time,Recruiter4You -,"Dubai, United Arab Emirates "
Freelance QA Reviewer - Arabic (Gulf),https://wuzzuf.net/jobs/p/g/cSuJXI1XScJw-Freelance-QA-Reviewer---Arabic-Gulf-TransPerfect-Dubai-United-Arab-Emirates,Freelance / Project,TransPerfect -,"Dubai, United Arab Emirates "
AI & ML Engineer,https://wuzzuf.net/jobs/p/g/2bBxrtguhjeU-AI-ML-Engineer-High5-Dubai-United-Arab-Emirates,Full Time,High5 -,"Dubai, United Arab Emirates "
Human Resources (HR) Manager,https://wuzzuf.net/jobs/p/g/1h0SehweSWuL-Human-Resources-HR-Manager-Lucidya-Riyadh-Saudi-Arabia,Full Time,Lucidya -,"Riyadh, Saudi Arabia "
Junior Software Engineer - Global/Remote,https://wuzzuf.net/jobs/p/g/SLT2KHpARxBO-Junior-Software-Engineer---GlobalRemote-MixRank-Cairo-Egypt,Full Time,MixRank -,"Cairo, Egypt "
Data and MLOps Engineer,https://wuzzuf.net/jobs/p/g/K3PrO0x0cU2t-Data-and-MLOps-Engineer-Valify-Solutions-Cairo-Egypt,Full Time,Valify Solutions -,"Cairo, Egypt "
System Administrator - Jeddah,https://wuzzuf.net/jobs/p/g/EODufHU3i1h2-System-Administrator---Jeddah-Lucidya-Riyadh-Saudi-Arabia,Full Time,Lucidya -,"Riyadh, Saudi Arabia "
Senior Technical Program Manager,https://wuzzuf.net/jobs/p/g/BcOHR60JlbDH-Senior-Technical-Program-Manager-aiXplain-Dubai-United-Arab-Emirates,Full Time,aiXplain -,"Dubai, United Arab Emirates "
Software Engineer - Backend (Jeddah),https://wuzzuf.net/jobs/p/g/WyVmzqcDpXj1-Software-Engineer---Backend-Jeddah-Lucidya-LLC-Jeddah-Saudi-Arabia,Full Time,Lucidya LLC. -,"Jeddah, Saudi Arabia "
Business Analyst - Technology,https://wuzzuf.net/jobs/p/g/Apki6g6Pjpl5-Business-Analyst---Technology-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Data Analyst/Scientist - Private Equity,https://wuzzuf.net/jobs/p/g/E1coYIY3PG2x-Data-AnalystScientist---Private-Equity-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
"Software Engineer ""Backend Engineer""",https://wuzzuf.net/jobs/p/g/vLv89rwM5EoG-Software-Engineer-Backend-Engineer-Incorta-Inc-Cairo-Egypt,Full Time,Incorta Inc -,"Cairo, Egypt "
Senior Data Engineer,https://wuzzuf.net/jobs/p/g/mzoJgIAbkLsd-Senior-Data-Engineer-DXC-Technology-Cairo-Egypt,Full Time,DXC Technology -,"Cairo, Egypt "
Technical Recruiter,https://wuzzuf.net/jobs/p/g/OoCLNRvIALx9-Technical-Recruiter-Ahoy-Dubai-United-Arab-Emirates,Full Time,Ahoy -,"Dubai, United Arab Emirates "
Statistician,https://wuzzuf.net/jobs/p/g/HwQQoEEGXsWX-Statistician-The-Professionals-Riyadh-Saudi-Arabia,Full Time,The Professionals -,"Riyadh, Saudi Arabia "
Talent Acquisition Partner,https://wuzzuf.net/jobs/p/g/nf8GrmgGnpqr-Talent-Acquisition-Partner-almentor-Cairo-Egypt,Full Time,almentor -,"Cairo, Egypt "
Incoming Inspector,https://wuzzuf.net/jobs/p/g/AS1IlAFEC74i-Incoming-Inspector-Lucy-Electric-Riyadh-Saudi-Arabia,Full Time,Lucy Electric -,"Riyadh, Saudi Arabia "
Data Science Analytics Analyst,https://wuzzuf.net/jobs/p/g/ly9lE2k0IiAr-Data-Science-Analytics-Analyst-Accenture-Middle-East-Dubai-United-Arab-Emirates,Full Time,Accenture Middle East -,"Dubai, United Arab Emirates "
Cloud Architect,https://wuzzuf.net/jobs/p/g/taxILeDZZPBx-Cloud-Architect-SupportFinity™-Cairo-Egypt,Full Time,SupportFinity™ -,"Cairo, Egypt "
Associate - Data Analytics,https://wuzzuf.net/jobs/p/g/mVH1oomD08tA-Associate---Data-Analytics-D360-Bank-Riyadh-Saudi-Arabia,Full Time,D360 Bank -,"Riyadh, Saudi Arabia "
"Undergraduate Intern Technical (OpenVINO, Neural Network Compression Tools) trainee",https://wuzzuf.net/jobs/p/g/pkLnZUaNNHKY-Undergraduate-Intern-Technical-OpenVINO-Neural-Network-Compression-Tools-trainee-Intel-Corporation-Dubai-United-Arab-Emirates,Part Time,Intel Corporation -,"Dubai, United Arab Emirates "
ASC - Data Scientist,https://wuzzuf.net/jobs/p/g/aiKMhphCmG8j-ASC---Data-Scientist-WhiteCrow-Research-Riyadh-Saudi-Arabia,Full Time,WhiteCrow Research -,"Riyadh, Saudi Arabia "
System Administrator - Jeddah,https://wuzzuf.net/jobs/p/g/dog6gEWKZOnq-System-Administrator---Jeddah-Lucidya-LLC-Jeddah-Saudi-Arabia,Full Time,Lucidya LLC. -,"Jeddah, Saudi Arabia "
Product Analyst - Fintech,https://wuzzuf.net/jobs/p/g/TPAWRXOPe36C-Product-Analyst---Fintech-M-KOPA-Cairo-Egypt,Full Time,M-KOPA -,"Cairo, Egypt "
HVAC Technician,https://wuzzuf.net/jobs/p/g/rvirfVGmXsby-HVAC-Technician-Sofitel-Marrakech-Dubai-United-Arab-Emirates,Full Time,Sofitel Marrakech -,"Dubai, United Arab Emirates "
Product Analyst - Repayments,https://wuzzuf.net/jobs/p/g/z6u0shBWRzq8-Product-Analyst---Repayments-M-KOPA-Cairo-Egypt,Full Time,M-KOPA -,"Cairo, Egypt "
Senior DevOps Engineer,https://wuzzuf.net/jobs/p/g/Mc24IuYgZpnw-Senior-DevOps-Engineer-Agolo-Cairo-Egypt,Full Time,Agolo -,"Cairo, Egypt "
Data Science Analytics Analyst,https://wuzzuf.net/jobs/p/g/jaQqjtcGhG3L-Data-Science-Analytics-Analyst-Accenture-Abu-Dhabi-United-Arab-Emirates,Full Time,Accenture -,"Abu Dhabi, United Arab Emirates "
Talent Acquisition Specialist,https://wuzzuf.net/jobs/p/g/vkWXMIVdx1Z6-Talent-Acquisition-Specialist-StatsBomb-Cairo-Egypt,Full Time,StatsBomb -,"Cairo, Egypt "
Head of Data & Analytics -  Large Retail Group,https://wuzzuf.net/jobs/p/g/TaQupJRr4v5r-Head-of-Data-Analytics---Large-Retail-Group-Right-Calibre-Consulting-Dubai-United-Arab-Emirates,Full Time,Right Calibre Consulting -,"Dubai, United Arab Emirates "
Head of Digital Banking Solutions,https://wuzzuf.net/jobs/p/g/uN0Gw3PVtctC-Head-of-Digital-Banking-Solutions-GatedTalent---Connecting-Top-Executive-Search-Firms-And-Executives-Dubai-United-Arab-Emirates,Full Time,GatedTalent - Connecting Top Executive Search Firms And Executives -,"Dubai, United Arab Emirates "
Business Intelligence Assistant Manager,https://wuzzuf.net/jobs/p/g/NSzvVHhpUo9U-Business-Intelligence-Assistant-Manager-Panda-Company-Jeddah-Saudi-Arabia,Full Time,Panda Company -,"Jeddah, Saudi Arabia "
Business Intelligence Assistant Manager,https://wuzzuf.net/jobs/p/g/WPOUdL91WCHG-Business-Intelligence-Assistant-Manager-Panda-Retail-Company-–-Savola-Group-Makkah-Saudi-Arabia,Full Time,Panda Retail Company – Savola Group -,"Makkah, Saudi Arabia "
Artificial Intelligence Specialist,https://wuzzuf.net/jobs/p/g/LsZjt3Ra5ZGH-Artificial-Intelligence-Specialist-ICM-People-do-Brasil-Riyadh-Saudi-Arabia,Full Time,ICM People do Brasil -,"Riyadh, Saudi Arabia "
Cell Lead,https://wuzzuf.net/jobs/p/g/fS3T10dWjVZg-Cell-Lead-JTI-Japan-Tobacco-International-Cairo-Egypt,Full Time,JTI (Japan Tobacco International) -,"Cairo, Egypt "
Sales Engineer - Saudi Arabia,https://wuzzuf.net/jobs/p/g/pbcebhK41zf4-Sales-Engineer---Saudi-Arabia-Corelight-Riyadh-Saudi-Arabia,Full Time,Corelight -,"Riyadh, Saudi Arabia "
DevSecOps Engineer,https://wuzzuf.net/jobs/p/g/XTEEFkBxV1hP-DevSecOps-Engineer-Snoonu-Doha-Qatar,Full Time,Snoonu -,"Doha, Qatar "
QA Lead - Dubai,https://wuzzuf.net/jobs/p/g/R5CskdQbm16T-QA-Lead---Dubai-Phygrid-Dubai-United-Arab-Emirates,Full Time,Phygrid -,"Dubai, United Arab Emirates "
Project Engineer,https://wuzzuf.net/jobs/p/g/jHSWMBF62zAS-Project-Engineer-WestRock-Company-Cairo-Egypt,Full Time,WestRock Company -,"Cairo, Egypt "
Outlet Cashier,https://wuzzuf.net/jobs/p/g/0q3N2mIZAMMI-Outlet-Cashier-Swissôtel-Al-Maqam-Makkah-Dubai-United-Arab-Emirates,Full Time,Swissôtel Al Maqam Makkah -,"Dubai, United Arab Emirates "
Communication Specialist,https://wuzzuf.net/jobs/p/g/tfTjFyUMRfwF-Communication-Specialist-e-construct-Fz-LLC-Cairo-Egypt,Full Time,e.construct Fz LLC -,"Cairo, Egypt "
Communication Specialist,https://wuzzuf.net/jobs/p/g/MlA1NJSWi19c-Communication-Specialist-ECONSTRUCT-DESIGN-BUILD-Pvt-Ltd-Cairo-Egypt,Full Time,ECONSTRUCT DESIGN & BUILD Pvt Ltd. -,"Cairo, Egypt "
Software Engineering Manager,https://wuzzuf.net/jobs/p/g/4nWSpyYzYvBz-Software-Engineering-Manager-CharCentric-Cairo-Egypt,Full Time,CharCentric -,"Cairo, Egypt "
